Name,Type,Attunement,Price,Source,Damage,Description
Raven's Mask,Wondrous Item,No,400 GP,GSB,-,"Raven's Mask is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Ravenheart's Origami Ravens,Wondrous Item,No,400 GP,GSB,-,"Ravenheart's Origami Ravens is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Ravenous Ring,Ring,No,400 GP,GSB,-,Ravenous Ring is a magical ring that grants its wearer a limited supernatural ability or passive benefit reflecting the ring's theme.
Rejuvenating Bandage,Wondrous Item,No,400 GP,GSB,-,"Rejuvenating Bandage is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Rejuvenating Draft (Uncommon),Potion,No,200 GP,GSB,-,"Rejuvenating Draft is a consumable magical preparation that grants a temporary restorative, transformative, protective, or utility effect when used."
Relentless Bulwark,Armor (shield),"Yes-Cleric, Paladin",400 GP,GSB,-,"Relentless Bulwark is enchanted armor that grants a special defensive, movement, sensory, or environmental benefit related to its theme."
Reliquary of Dawn,Wondrous Item,-,400 GP,LFL,-,"Reliquary of Dawn is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Reliquary of Holy Memories (Uncommon),Rod,"Yes-Cleric, Paladin",400 GP,GSB,Radiant,Reliquary of Holy Memories is a magical rod or baton that can be activated to produce a specialized utility or combat effect.
Reliquary of Twilight,Wondrous Item,-,400 GP,LFL,-,"Reliquary of Twilight is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Remorhaz Javelin,Weapon (javelin),No,400 GP,GSB,Weapon's normal damage,"Remorhaz Javelin is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Repeating Shot,Weapon,Attunement,B+400 GP,EFotA,Weapon's normal damage,"Repeating Shot is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Repulsion Shield,Armor,-,B+400 GP,EFotA,-,"Repulsion Shield is enchanted armor that grants a special defensive, movement, sensory, or environmental benefit related to its theme."
Retaliating Shield of Ink,Armor (shield),No,400 GP,GSB,-,"Retaliating Shield of Ink is enchanted armor that grants a special defensive, movement, sensory, or environmental benefit related to its theme."
Returning Weapon,Weapon,-,B+400 GP,EFotA,Weapon's normal damage,"Returning Weapon is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Ribbon of Tongue-Tying,Wondrous Item,No,400 GP,GSB,-,"Ribbon of Tongue-Tying is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Riff's Dimensional Ripper,Weapon (dagger),Yes,400 GP,GSB,Weapon's normal damage,"Riff's Dimensional Ripper is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Ring of Eight Eyes,Ring,No,400 GP,GSB,-,Ring of Eight Eyes is a magical ring that grants its wearer a limited supernatural ability or passive benefit reflecting the ring's theme.
Ring of Fanged Familiars,Ring,No,400 GP,GSB,-,Ring of Fanged Familiars is a magical ring that grants its wearer a limited supernatural ability or passive benefit reflecting the ring's theme.
Ring of Healer's Heroism,Ring,Yes-Spellcaster,400 GP,GSB,-,Ring of Healer's Heroism is a magical ring that grants its wearer a limited supernatural ability or passive benefit reflecting the ring's theme.
Ring of Jailbreaking,Ring,No,400 GP,GSB,-,Ring of Jailbreaking is a magical ring that grants its wearer a limited supernatural ability or passive benefit reflecting the ring's theme.
Ring of Jumping,Ring,Attunement,400 GP,DMG,-,"While wearing this ring, you can cast jump on yourself at will."
Ring of Mind Shielding,Ring,Attunement,400 GP,DMG,Psychic,"While wearing this ring, your thoughts cannot be read and several forms of magical detection against you are blocked."
Ring of Rituals,Ring,No,400 GP,GSB,-,Ring of Rituals is a magical ring that grants its wearer a limited supernatural ability or passive benefit reflecting the ring's theme.
Ring of Seething,Ring,Yes,400 GP,GSB,-,Ring of Seething is a magical ring that grants its wearer a limited supernatural ability or passive benefit reflecting the ring's theme.
Ring of Stolen Alacrity,Ring,No,400 GP,GSB,-,Ring of Stolen Alacrity is a magical ring that grants its wearer a limited supernatural ability or passive benefit reflecting the ring's theme.
Ring of Swimming,Ring,-,400 GP,DMG,-,"While wearing this ring, you gain a swimming speed of 40 feet."
Ring of the Five Lights,Ring,Yes,400 GP,GSB,-,Ring of the Five Lights is a magical ring that grants its wearer a limited supernatural ability or passive benefit reflecting the ring's theme.
Ring of the Hunger,Ring,No,400 GP,GSB,-,Ring of the Hunger is a magical ring that grants its wearer a limited supernatural ability or passive benefit reflecting the ring's theme.
Ring of the Mute Mage,Ring,Yes-Spellcaster,400 GP,GSB,-,Ring of the Mute Mage is a magical ring that grants its wearer a limited supernatural ability or passive benefit reflecting the ring's theme.
Ring of the Phantom Carriage,Ring,No,400 GP,GSB,-,Ring of the Phantom Carriage is a magical ring that grants its wearer a limited supernatural ability or passive benefit reflecting the ring's theme.
Ring of the Sandskimmer,Ring,No,400 GP,GSB,-,Ring of the Sandskimmer is a magical ring that grants its wearer a limited supernatural ability or passive benefit reflecting the ring's theme.
Ring of the Soul Harvest,Ring,Yes,400 GP,GSB,Necrotic,Ring of the Soul Harvest is a magical ring that grants its wearer a limited supernatural ability or passive benefit reflecting the ring's theme.
Ring of Volleys,Ring,No,400 GP,GSB,-,Ring of Volleys is a magical ring that grants its wearer a limited supernatural ability or passive benefit reflecting the ring's theme.
Ring of Warmth,Ring,Attunement,400 GP,DMG,Cold,"While wearing this ring, you have resistance to cold damage and are protected from extreme cold."
Ring of Water Walking,Ring,-,400 GP,DMG,-,"While wearing this ring, you can stand on and move across liquid surfaces as though they were solid ground."
Ringmaster's Cape,Wondrous Item,Yes,400 GP,GSB,-,Ringmaster's Cape is a magical ring that grants its wearer a limited supernatural ability or passive benefit reflecting the ring's theme.
Ringmaster's Signet,Ring,Yes,400 GP,GSB,-,Ringmaster's Signet is a magical ring that grants its wearer a limited supernatural ability or passive benefit reflecting the ring's theme.
Ringmaster's Top Hat,Wondrous Item,Yes,400 GP,GSB,-,Ringmaster's Top Hat is a magical ring that grants its wearer a limited supernatural ability or passive benefit reflecting the ring's theme.
Rings of Wind,Ring,No,400 GP,GSB,-,Rings of Wind is a magical ring that grants its wearer a limited supernatural ability or passive benefit reflecting the ring's theme.
Riptide Katana,Weapon (longsword),Yes,400 GP,GSB,Weapon's normal damage,"Riptide Katana is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Roaring Whip,Weapon (whip),No,400 GP,GSB,Weapon's normal damage,"Roaring Whip is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Robe of the Altruist,Wondrous Item,Yes,400 GP,GSB,-,"Robe of the Altruist is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Robe of the Underbrush,Wondrous Item,"Yes-Druid, Ranger",400 GP,GSB,-,"Robe of the Underbrush is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Robe of Useful Items,Wondrous Item,-,200 GP,DMG,-,This robe has removable patches that transform into useful mundane objects and other one-use resources.
Rocborne Robe,Wondrous Item,Yes,400 GP,GSB,-,"Rocborne Robe is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Rod of Instant Pillars,Rod,No,400 GP,GSB,-,Rod of Instant Pillars is a magical rod or baton that can be activated to produce a specialized utility or combat effect.
Rod of the Pact Keeper (Uncommon),Rod,Attunement,Varies,DMG,-,"While holding this rod, a warlock gains a bonus to spell attack rolls and spell save DC based on the rod's rarity. Once per long rest, the warlock can also regain one expended warlock spell slot."
Rod of the Scarecrow,Rod,No,400 GP,GSB,-,Rod of the Scarecrow is a magical rod or baton that can be activated to produce a specialized utility or combat effect.
Rod of Thought Projection,Rod,No,400 GP,GSB,Psychic,Rod of Thought Projection is a magical rod or baton that can be activated to produce a specialized utility or combat effect.
Rooting Arrows,Weapon (arrow),No,400 GP,GSB,Weapon's normal damage,"Rooting Arrows is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Rope of Climbing,Wondrous Item,-,400 GP,DMG,-,"This silk rope can animate on command, fasten itself, knot itself, and make climbing easier."
Rust Arrows,Weapon (arrow),No,400 GP,GSB,Weapon's normal damage,"Rust Arrows is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Saddle of the Cavalier,Wondrous Item,-,400 GP,DMG,-,"Saddle of the Cavalier is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Sagittarian Vestments,Armor (any),"Yes-Cleric, Paladin",400 GP,GSB,-,"Sagittarian Vestments is enchanted armor that grants a special defensive, movement, sensory, or environmental benefit related to its theme."
Sahuagin Sabatons,Wondrous Item,No,400 GP,GSB,-,Sahuagin Sabatons is a magical rod or baton that can be activated to produce a specialized utility or combat effect.
Satchel of Beast Chow,Wondrous Item,No,400 GP,GSB,-,"Satchel of Beast Chow is a magical container with unusual storage, conjuration, retrieval, or utility properties."
Scabbard of Piety,Wondrous item,No,400 GP,GSB,-,"Scabbard of Piety is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Scarab Mask,Wondrous Item,No,400 GP,GSB,-,"Scarab Mask is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Schematic Scroll,Scroll,No,400 GP,GSB,-,"Schematic Scroll is an uncommon magical scroll that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Scholars Cap (Uncommon),Wondrous Item,Yes,400 GP,GSB,-,"Scholars Cap is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Scorpio Armor,Armor (halfplate or plate),Yes-Wizard,400 GP,GSB,-,"Scorpio Armor is enchanted armor that grants a special defensive, movement, sensory, or environmental benefit related to its theme."
Scorpion Glaive,Weapon (glaive),No,400 GP,GSB,Weapon's normal damage,"Scorpion Glaive is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Scorpion Lasher,Weapon (whip),Yes,400 GP,GSB,Weapon's normal damage,"Scorpion Lasher is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Scroll of Mapping,Scroll,No,400 GP,GSB,-,"Scroll of Mapping is an uncommon magical scroll that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Scroll of Moving Performances,Scroll,No,400 GP,GSB,-,"Scroll of Moving Performances is an uncommon magical scroll that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Scroll of Rugs,Scroll,No,400 GP,GSB,-,"Scroll of Rugs is an uncommon magical scroll that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Scroll of Scripts,Scroll,No,400 GP,GSB,-,"Scroll of Scripts is an uncommon magical scroll that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Scuttling Sping,Wondrous Item,Yes,400 GP,GSB,-,"Scuttling Sping is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Sea Serpent Hairpin,Wondrous Item,No,400 GP,GSB,Poison,"Sea Serpent Hairpin is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Seafarer's Whistle,Wondrous Item,No,400 GP,GSB,-,"Seafarer's Whistle is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Seafarers Jacket,Wondrous Item,Yes,400 GP,GSB,-,"Seafarers Jacket is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Seal of Approvals,Wondrous Item,,400 GP,GSB,-,"Seal of Approvals is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Second Fiddle,Wondrous Item,No,400 GP,GSB,-,"Second Fiddle is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Seeker's Compass,Wondrous Item,No,400 GP,GSB,-,"Seeker's Compass is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Seers Starlight Cloak,Wondrous Item,"Yes-Cleric, Druid, Wizard",400 GP,GSB,-,"Seers Starlight Cloak is a magical garment that grants a protective, movement, concealment, or transformation effect while worn."
Seige Key,Wondrous Item,No,400 GP,GSB,-,"Seige Key is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Sending Stones,Wondrous Item,-,400 GP,DMG,-,These paired stones allow their holders to cast sending to communicate with one another once per day.
Sentinel Shield,Armor,-,B+400 GP,DMG,-,"While holding this shield, you have advantage on initiative rolls and Perception checks."
Serpent Dart,Weapon (dart),No,400 GP,GSB,Poison,"Serpent Dart is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Serpent's Cuff,Wondrous Item,No,400 GP,GSB,Poison,"Serpent's Cuff is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Serpentine Horn,Wondrous Item,No,400 GP,GSB,Poison,Serpentine Horn is a magical instrument that creates a limited supernatural effect when played.
Servitude Choker,Wondrous Item,Yes,400 GP,GSB,-,"Servitude Choker is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Set of Numats Trick Tubes,Wondrous Item,No,400 GP,GSB,-,"Set of Numats Trick Tubes is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Shadow Ink,Wondrous Item,No,400 GP,GSB,Necrotic,"Shadow Ink is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Shadow Weaver's Guise,Wondrous Item,Yes-Spellcaster,400 GP,GSB,Necrotic,"Shadow Weaver's Guise is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Sharkbite Cleaver,Weapon (handaxe),Yes,400 GP,GSB,Weapon's normal damage,"Sharkbite Cleaver is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Shield (Uncommon),Armor,-,Varies,DMG,-,This magic shield grants an additional bonus to Armor Class beyond the shield's normal +2 bonus. The size of the magical bonus depends on the item's version.
Shield of the Great Badger,Armor (shield),Yes,400 GP,GSB,-,"Shield of the Great Badger is enchanted armor that grants a special defensive, movement, sensory, or environmental benefit related to its theme."
Shielding Turtle Sugarbombs,Wondrous Item,No,400 GP,GSB,-,"Shielding Turtle Sugarbombs is enchanted armor that grants a special defensive, movement, sensory, or environmental benefit related to its theme."
Shifter's Shine (Uncommon),Potion,No,200 GP,GSB,-,"Shifter's Shine is a consumable magical preparation that grants a temporary restorative, transformative, protective, or utility effect when used."
Silken Socks of Slickening,Wondrous Item,No,400 GP,GSB,-,"Silken Socks of Slickening is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Silver Eagle Acolyte Robe,Wondrous Item,Yes,400 GP,GSB,-,"Silver Eagle Acolyte Robe is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Silver Eagle Studded Cuirass,Armor (studded leather),Yes,400 GP,GSB,-,"Silver Eagle Studded Cuirass is enchanted armor that grants a special defensive, movement, sensory, or environmental benefit related to its theme."
Silver Eagle Weapons,"Weapon (greataxe, greatsword, lance, or maul)",No,400 GP,GSB,Weapon's normal damage,"Silver Eagle Weapons is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Silver Lycan Chime,Wondrous Item,No,400 GP,GSB,-,"Silver Lycan Chime is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Sir Varion's Helm,Wondrous Item,No,400 GP,GSB,-,"Sir Varion's Helm is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Sir Varion's Lance,Weapon (lance),Yes,400 GP,GSB,Weapon's normal damage,"Sir Varion's Lance is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Sir Varion's Mantle,Wondrous Item,Yes,400 GP,GSB,-,"Sir Varion's Mantle is a magical garment that grants a protective, movement, concealment, or transformation effect while worn."
Sir Varion's Shield,Armor (shield),Yes,400 GP,GSB,-,"Sir Varion's Shield is enchanted armor that grants a special defensive, movement, sensory, or environmental benefit related to its theme."
Sirensong Silencer,Wondrous Item,No,400 GP,GSB,-,"Sirensong Silencer is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Slippers of Spider Climbing,Wondrous Item,Attunement,400 GP,DMG,-,"While wearing these slippers, you can move along walls and ceilings while keeping your hands free."
Slippers of the Rat,Wondrous Item,No,400 GP,GSB,-,Slippers of the Rat is magical footwear that enhances movement or grants a terrain- or travel-related supernatural benefit.
Slowdown Tape,Wondrous Item,No,400 GP,GSB,-,"Slowdown Tape is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Smoldering Club,Weapon (club or greatclub),No,400 GP,GSB,Weapon's normal damage,"Smoldering Club is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Snake Charmer's Flute,Wondrous Item,Yes,400 GP,GSB,-,Snake Charmer's Flute is a magical instrument that creates a limited supernatural effect when played.
Snow Silver,Wondrous Item,No,400 GP,GSB,Cold,"Snow Silver is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Soarsled,Wondrous Item,-,400 GP,EB,-,"Soarsled is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Socks of the Well Rested,Wondrous Item,No,400 GP,GSB,-,"Socks of the Well Rested is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Sorcery Marble,Wondrous Item,Yes- Spellcaster,400 GP,GSB,-,"Sorcery Marble is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Spell Scroll (Uncommon),Scroll,-,Varies,DMG,Varies,"This scroll contains a single spell. A creature with that spell on its class spell list can attempt to cast it from the scroll, using the scroll's fixed spell attack bonus and save DC; the writing disappears after a successful casting."
Spell-Refueling Ring,Ring,Attunement,400 GP,EFotA,-,Spell-Refueling Ring is a magical ring that grants its wearer a limited supernatural ability or passive benefit reflecting the ring's theme.
Spellburrow,Wondrous Item,Attunement,400 GP,EB,-,"Spellburrow is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Spellrender,Weapon (longsword),No,400 GP,GSB,Weapon's normal damage,"Spellrender is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Spellwoven Robes,Wondrous Item,No,400 GP,GSB,-,"Spellwoven Robes is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Spiked Shield,Armor,Attunement,B+400 GP,WtHC,-,"Spiked Shield is enchanted armor that grants a special defensive, movement, sensory, or environmental benefit related to its theme."
Spirit-Shaking Salt,Wondrous Item,No,400 GP,GSB,-,"Spirit-Shaking Salt is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Spoken Letter,Scroll,No,400 GP,GSB,-,"Spoken Letter is an uncommon magical scroll that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Squasher,Weapon (greatclub),No,400 GP,GSB,Weapon's normal damage,"Squasher is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Staff of Cubic Cultivation,Staff,No,400 GP,GSB,-,Staff of Cubic Cultivation is a magical staff that combines use as a weapon or focus with a limited themed magical ability.
Staff of Pigeons,Staff,Yes,400 GP,GSB,-,Staff of Pigeons is a magical staff that combines use as a weapon or focus with a limited themed magical ability.
Staff of the Adder,Staff,Attunement,400 GP,DMG,Poison plus bludgeoning,This staff can transform its head into a magical snake that makes poisonous melee attacks.
Staff of the Black Raven,Staff,Yes,400 GP,GSB,-,Staff of the Black Raven is a magical staff that combines use as a weapon or focus with a limited themed magical ability.
Staff of the Cauldron Carrier,Staff,Yes-Spellcaster,400 GP,GSB,-,Staff of the Cauldron Carrier is a magical staff that combines use as a weapon or focus with a limited themed magical ability.
Staff of the Dream Shepherd,Staff,Yes-Spellcaster,400 GP,GSB,Psychic,Staff of the Dream Shepherd is a magical staff that combines use as a weapon or focus with a limited themed magical ability.
Staff of the Python,Staff,Attunement,400 GP,DMG,-,This staff can transform into a giant constrictor snake under your control and return to staff form.
Staff of the Snail,Staff,Yes-Spellcaster,400 GP,GSB,-,Staff of the Snail is a magical staff that combines use as a weapon or focus with a limited themed magical ability.
Staff of the Vineyard,Staff,"Yes-Cleric, Druid, Monk, Ranger",400 GP,GSB,-,Staff of the Vineyard is a magical staff that combines use as a weapon or focus with a limited themed magical ability.
Staff of the Whirling Wyrm,Weapon (quarterstaff),Yes-Monk,400 GP,GSB,Weapon's normal damage,"Staff of the Whirling Wyrm is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Stagehand's Crook,Staff,Yes-Bard,400 GP,GSB,-,Stagehand's Crook is a magical staff that combines use as a weapon or focus with a limited themed magical ability.
Stardust Hat,Wondrous Item,"Yes-Druid, Warlock, Wizard",400 GP,GSB,-,"Stardust Hat is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Starlit Candle,Wondrous Item,No,400 GP,GSB,-,"Starlit Candle is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Static-Ridden Fleece,Wondrous Item,No,400 GP,GSB,-,"Static-Ridden Fleece is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Steel Hawk Handaxe,Weapon (handaxe),No,400 GP,GSB,Weapon's normal damage,"Steel Hawk Handaxe is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Stinkbug Shield,Armor (shield),No,400 GP,GSB,Poison,"Stinkbug Shield is enchanted armor that grants a special defensive, movement, sensory, or environmental benefit related to its theme."
Stone Maul of the Geomancer,Weapon (maul),Yes,400 GP,GSB,Weapon's normal damage,"Stone Maul of the Geomancer is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Stone of Good Luck,Wondrous Item,Attunement,400 GP,DMG,-,"While this polished stone is on your person, you gain a +1 bonus to ability checks and saving throws."
Stone Soldier,Wondrous Item,No,400 GP,GSB,-,Stone Soldier is a magical stone or crystal that stores or releases a limited supernatural effect.
Stonemason's Companion,Wondrous Item,No,400 GP,GSB,-,Stonemason's Companion is a magical stone or crystal that stores or releases a limited supernatural effect.
Stormstrike Dart,Weapon (dart),No,400 GP,GSB,Lightning,"Stormstrike Dart is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Stuffy Familiar,Wondrous Item,No,400 GP,GSB,-,"Stuffy Familiar is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Sundersludge Net,Weapon (net),Yes,400 GP,GSB,Weapon's normal damage,"Sundersludge Net is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Surprise Nesting Dolls,Wondrous Item,No,400 GP,GSB,-,"Surprise Nesting Dolls is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Survivalist's Wayfinder,Wondrous Item,No,400 GP,GSB,-,"Survivalist's Wayfinder is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Swashbuckler's Slippery Saber,Weapon (scimitar or shortsword),Yes,400 GP,GSB,Weapon's normal damage,Swashbuckler's Slippery Saber is a magical shield that protects its bearer and provides an additional reactive or defensive magical effect.
Switcheroo Cups,Wondrous Item,No,400 GP,GSB,-,"Switcheroo Cups is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Sword of the Pack Leader,Weapon (any sword),No,400 GP,GSB,Weapon's normal damage,"Sword of the Pack Leader is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Sword of Vengeance,Weapon,Attunement,B+400 GP,DMG,Weapon's normal damage,"Sword of Vengeance is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Talyard the Greats Wand of Power,Wand,No,400 GP,GSB,-,Talyard the Greats Wand of Power is a magical wand with a limited-use spell-like or supernatural effect that reflects its name.
Telescoping Bladelance,Weapon (lance),No,400 GP,GSB,Weapon's normal damage,"Telescoping Bladelance is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Tempest Staff,Staff,"Yes-Cleric, Druid, Sorcerer, Wizard",400 GP,GSB,-,Tempest Staff is a magical staff that combines use as a weapon or focus with a limited themed magical ability.
Tether Tearer,Weapon (any axe),No,400 GP,GSB,Weapon's normal damage,"Tether Tearer is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Tethervine Quiver,Wondrous Item,No,400 GP,GSB,-,"Tethervine Quiver is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Thayan Spell Tattoo,Wondrous Item,Attunement,Special,FRHoF,-,"Thayan Spell Tattoo is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Third Eye Trinoculars,Wondrous Item,No,400 GP,GSB,-,"Third Eye Trinoculars is a magical visual aid that enhances sight or grants a special way to perceive creatures, objects, or hidden details."
Third Lung Bag,Wondrous Item,No,400 GP,GSB,-,"Third Lung Bag is a magical container with unusual storage, conjuration, retrieval, or utility properties."
Third Lung Bag,Wondrous Item,No,400 GP,GSB,-,"Third Lung Bag is a magical container with unusual storage, conjuration, retrieval, or utility properties."
Thomas' Dimensional Trousers,Wondrous Item,No,400 GP,GSB,-,"Thomas' Dimensional Trousers is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Throwing Scarab,Wondrous Item,Attunement,400 GP,EB,-,"Throwing Scarab is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Thwackstaff,Weapon (quarterstaff),Yes,400 GP,GSB,Weapon's normal damage,"Thwackstaff is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
Tickling Feather,Wondrous Item,No,400 GP,GSB,-,"Tickling Feather is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Tidal Fan,Wondrous Item,No,400 GP,GSB,-,"Tidal Fan is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Tiger Gloves,Wondrous Item,Yes,400 GP,GSB,-,"Tiger Gloves is a magical hand-worn item that improves a physical task, attack, defense, or interaction tied to its theme."
Titan Cricket Greaves,Wondrous Item,Yes,400 GP,GSB,-,"Titan Cricket Greaves is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Toadstone,Wondrous Item,Yes,400 GP,GSB,-,Toadstone is a magical stone or crystal that stores or releases a limited supernatural effect.
Toadstool Veil,Wondrous Item,Yes,400 GP,GSB,-,"Toadstool Veil is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Tome of Dreams,Wondrous Item,No,400 GP,GSB,Psychic,"Tome of Dreams is a magical written work that grants knowledge, improves a skill, or produces a limited spell-like effect when studied."
Tongue Twisty Sugarbombs,Wondrous Item,No,400 GP,GSB,-,"Tongue Twisty Sugarbombs is enchanted armor that grants a special defensive, movement, sensory, or environmental benefit related to its theme."
Tools of the Master (Uncommon),Wondrous Item,Attunement,B+400 GP,EB,-,"Tools of the Master is an uncommon magical wondrous item that grants a distinctive utility, defensive, or combat-related supernatural effect associated with its theme."
Torchbearer's Sling,Weapon (sling),No,400 GP,GSB,Weapon's normal damage,"Torchbearer's Sling is a magical weapon with an additional combat effect, special attack option, or utility property associated with its theme."
