Name,Type,Attunement,Price,Source,Damage,Description
Obsidian Star,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Obsidian Star is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Oil of Armor Animation,Potion,No,"2,000 GP",GSB,-,"Oil of Armor Animation is a rare enchanted defensive item that grants improved protection and an additional magical defensive, reactive, movement, or environmental effect tied to its theme."
Oil of Etherealness,Potion,-,"2,000 GP",DMG,-,"Applying this oil takes several minutes. A coated creature then gains the effect of the etherealness spell for 1 hour, moving onto the Border Ethereal until the effect ends."
Ooze Cube Ring,Ring,Yes,"4,000 GP",GSB,Acid,Ooze Cube Ring is a rare magical ring that grants its wearer a substantial passive benefit or a limited-use supernatural ability.
Orelia's Tome of Beast Familiars,Wondrous Item,Yes-Wizard,"4,000 GP",GSB,-,"Orelia's Tome of Beast Familiars is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Ouroboros Ring,Ring,No,"4,000 GP",GSB,-,Ouroboros Ring is a rare magical ring that grants its wearer a substantial passive benefit or a limited-use supernatural ability.
Ouroboros Wand,Wand,No,"4,000 GP",GSB,-,Ouroboros Wand is a rare magical wand with charges or limited uses that produce a potent spell-like or supernatural effect.
Pack Leader Helm,Wondrous Item,Yes,"4,000 GP",GSB,-,"Pack Leader Helm is a rare magical storage or utility item with extradimensional, conjuration, retrieval, or transformation properties."
Pack of Revisibility Bombs,Wondrous Item,No,"4,000 GP",GSB,-,"Pack of Revisibility Bombs is a rare magical storage or utility item with extradimensional, conjuration, retrieval, or transformation properties."
Pact Card (Rare),Wondrous Item,No,"4,000 GP",GSB,-,"Pact Card is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Parader's Scepter,Rod,Yes-Bard,"4,000 GP",GSB,-,"Parader's Scepter is a rare magical rod with a powerful activated utility, control, defensive, or combat effect."
Peacock's Vanity,Wondrous Item,No,"4,000 GP",GSB,-,"Peacock's Vanity is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Pearl of Wisdom Quiver,Wondrous Item,Yes,"4,000 GP",GSB,-,"Pearl of Wisdom Quiver is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Pennypuncher Slingshot,Weapon,No,"B+4,000 GP",GSB,Weapon's normal damage,"Pennypuncher Slingshot is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Peregrine Spear,Weapon,No,"B+4,000 GP",GSB,Weapon's normal damage,"Peregrine Spear is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Periapt of Proof against Poison,Wondrous Item,Attunement,"4,000 GP",DMG,Poison,"While wearing this pendant, you are immune to the poisoned condition and poison damage."
Periapt of Reflection,Wondrous Item,Yes,"4,000 GP",GSB,-,"Periapt of Reflection is a rare neck-worn magic item that grants a substantial protective, restorative, sensory, or spell-like benefit."
Phase Axe,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Phase Axe is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Phoenix Arrow,Weapon,No,"B+4,000 GP",GSB,Weapon's normal damage,"Phoenix Arrow is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Phoenix Fan,Wondrous Item,No,"4,000 GP",GSB,-,"Phoenix Fan is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Pick and Pocket,Weapon,No,"B+4,000 GP",GSB,Weapon's normal damage,"Pick and Pocket is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Pike of the Iron Barricade,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Pike of the Iron Barricade is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Pitcher of Wisdom,Wondrous Item,No,"4,000 GP",GSB,-,"Pitcher of Wisdom is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Plaguebane Mask,Wondrous Item,No,"4,000 GP",GSB,-,"Plaguebane Mask is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Pointed Arrow,Weapon,No,"B+4,000 GP",GSB,Weapon's normal damage,"Pointed Arrow is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Poison Dart Armor of Amphibios,Armor,Yes,"B+4,000 GP",GSB,-,"Poison Dart Armor of Amphibios is a rare enchanted defensive item that grants improved protection and an additional magical defensive, reactive, movement, or environmental effect tied to its theme."
Polaris Magistrate Codex,Wondrous Item,Yes-Lawful Aligned,"4,000 GP",GSB,-,"Polaris Magistrate Codex is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Polaris Magistrate Gavel,Weapon,Yes-Lawful Aligned,"B+4,000 GP",GSB,Weapon's normal damage,"Polaris Magistrate Gavel is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Polaris Magistrate Robe,Wondrous Item,Yes-Lawful Aligned,"4,000 GP",GSB,-,"Polaris Magistrate Robe is a rare magical garment that grants a strong protective, concealment, movement, sensory, or transformation effect while worn."
Portable Hole,Wondrous Item,-,"4,000 GP",DMG,-,This cloth unfolds into an extradimensional hole that can store creatures and objects in a deep extradimensional space.
Potion of Clairvoyance,Potion,-,"2,000 GP",DMG,-,"Drinking this potion gives the drinker the effect of the clairvoyance spell, creating a remote sensor at a familiar or obvious location within range."
Potion of Diminution,Potion,-,"2,000 GP",DMG,-,"Drinking this potion gives the drinker the reducing effect of enlarge/reduce for a limited duration, shrinking the creature and reducing the damage of its weapon attacks."
Potion of Dragon's Breath (Rare),Wondrous Item,No,"2,000 GP",GSB,-,"Potion of Dragon's Breath is a rare consumable magical preparation that produces a powerful temporary restorative, transformative, protective, or supernatural effect when used."
Potion of Gaseous Form,Potion,-,"2,000 GP",DMG,-,"Drinking this potion turns the drinker into mist as though affected by gaseous form for 1 hour, allowing slow flight and passage through narrow gaps while preventing most normal actions."
Potion of Giant Strength (Rare),Potion,-,Varies,DMG,-,"Drinking this potion sets the drinker's Strength to a value based on the giant type associated with the potion for 1 hour, unless the drinker's Strength is already higher."
Potion of Healing (Rare),Potion,-,Varies,DMG,-,"Potion of Healing is a rare consumable magical preparation that produces a powerful temporary restorative, transformative, protective, or supernatural effect when used."
Potion of Heroism,Potion,-,"2,000 GP",DMG,-,"For 1 hour after drinking this potion, the drinker gains temporary hit points and the benefits of bless without requiring concentration."
Potion of Invisibility,Potion,-,"2,000 GP",DMG,-,Drinking this potion makes the creature invisible for 1 hour. The effect ends early if the creature attacks or casts a spell.
Potion of Invulnerability,Potion,-,"2,000 GP",DMG,-,"For 1 minute after drinking this potion, the drinker has resistance to all damage."
Potion of Mind Reading,Potion,-,"2,000 GP",DMG,-,Drinking this potion gives the drinker the effect of detect thoughts for a limited duration without requiring components.
Potion of Puddle Scrying,Potion,No,"2,000 GP",GSB,-,"Potion of Puddle Scrying is a rare consumable magical preparation that produces a powerful temporary restorative, transformative, protective, or supernatural effect when used."
Potion of Spell Recovery,Potion,No,"2,000 GP",GSB,-,"Potion of Spell Recovery is a rare consumable magical preparation that produces a powerful temporary restorative, transformative, protective, or supernatural effect when used."
Power Collar,Wondrous Item,No,"4,000 GP",GSB,-,"Power Collar is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Powergem Pommel (Rare),Wondrous Item,Yes,"4,000 GP",GSB,-,"Powergem Pommel is a rare magical stone or focus that stores, reveals, enhances, or releases a powerful supernatural effect."
Prism Lantern,Wondrous Item,No,"4,000 GP",GSB,-,"Prism Lantern is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Prismatic Mirror,Armor,Yes,"B+4,000 GP",GSB,-,"Prismatic Mirror is a rare enchanted defensive item that grants improved protection and an additional magical defensive, reactive, movement, or environmental effect tied to its theme."
Prized Pet Protector (Rare),Wondrous Item,No,"4,000 GP",GSB,-,"Prized Pet Protector is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Problem Solver,Weapon,No,"B+4,000 GP",GSB,Fire,"Problem Solver is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Protector's Armor,Armor,Yes,"B+4,000 GP",GSB,-,"Protector's Armor is a rare enchanted defensive item that grants improved protection and an additional magical defensive, reactive, movement, or environmental effect tied to its theme."
Prototype Thunderberd,Weapon,Yes,"B+4,000 GP",GSB,Thunder,"Prototype Thunderberd is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Psychic Lock,Wondrous Item,No,"4,000 GP",GSB,Psychic,"Psychic Lock is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Psychic Quiver,Wondrous Item,Yes-Int 13,"4,000 GP",GSB,Psychic,"Psychic Quiver is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Purse Piglet,Wondrous Item,No,"4,000 GP",GSB,-,"Purse Piglet is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Quaal's Feather Token (Rare),Wondrous Item,-,Varies,DMG,-,"Quaal's Feather Token is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Quake Hammer,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Quake Hammer is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Quantumfly Buckler,Armor,Yes,"B+4,000 GP",GSB,-,"Quantumfly Buckler is a rare enchanted defensive item that grants improved protection and an additional magical defensive, reactive, movement, or environmental effect tied to its theme."
Quarterstaff of the Elk,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Quarterstaff of the Elk is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Quick Change Ring,Ring,No,"4,000 GP",GSB,-,Quick Change Ring is a rare magical ring that grants its wearer a substantial passive benefit or a limited-use supernatural ability.
Quickdraw,Weapon,No,"B+4,000 GP",GSB,Weapon's normal damage,"Quickdraw is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Quiver of Lightning,Wondrous Item,Yes,"4,000 GP",GSB,Lightning,"Quiver of Lightning is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Quiver of Seasons,Wondrous Item,No,"4,000 GP",GSB,-,"Quiver of Seasons is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Radiant Defender,Weapon,Yes,"B+4,000 GP",GSB,Radiant,"Radiant Defender is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Rapier of the Black,Weapon,No,"B+4,000 GP",GSB,Weapon's normal damage,"Rapier of the Black is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Raven's Feather,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Raven's Feather is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Reap and Sew,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Reap and Sew is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Redeemer's Regards,Weapon,Yes-Paladin,"B+4,000 GP",GSB,Weapon's normal damage,"Redeemer's Regards is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Redsmith Bracers,Wondrous Item,Yes,"4,000 GP",GSB,-,"Redsmith Bracers is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Rejuvenating Draft (Rare),Potion,No,"2,000 GP",GSB,-,"Rejuvenating Draft is a rare consumable magical preparation that produces a powerful temporary restorative, transformative, protective, or supernatural effect when used."
Relentless Stinger,Weapon,No,"B+4,000 GP",GSB,Weapon's normal damage,"Relentless Stinger is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Reliquary of Holy Memories (Rare),Rod,"Yes-Cleric, Paladin","4,000 GP",GSB,Radiant,"Reliquary of Holy Memories is a rare magical rod with a powerful activated utility, control, defensive, or combat effect."
Resistance Breaker,Weapon,,"B+4,000 GP",EB,Weapon's normal damage,"Resistance Breaker is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Retaliating Bloom Shield,Armor,No,"B+4,000 GP",GSB,-,"Retaliating Bloom Shield is a rare enchanted defensive item that grants improved protection and an additional magical defensive, reactive, movement, or environmental effect tied to its theme."
Rifle of Gusts,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Rifle of Gusts is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Rift Sheath,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Rift Sheath is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Rime of the Justicar,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Rime of the Justicar is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Rimewhisp Bandolier,Wondrous Item,No,"4,000 GP",GSB,-,"Rimewhisp Bandolier is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Ring of Anchoring,Ring,Yes,"4,000 GP",GSB,-,Ring of Anchoring is a rare magical ring that grants its wearer a substantial passive benefit or a limited-use supernatural ability.
Ring of Animal Influence,Ring,-,"4,000 GP",DMG,Varies,"This ring contains charges that can cast animal friendship, fear against certain beasts, and speak with animals. Expended charges return each day."
Ring of Changing Shapes,Ring,Yes-Sorcerer,"4,000 GP",GSB,-,Ring of Changing Shapes is a rare magical ring that grants its wearer a substantial passive benefit or a limited-use supernatural ability.
Ring of Eldritch Ire,Ring,Yes-Warlock,"4,000 GP",GSB,-,Ring of Eldritch Ire is a rare magical ring that grants its wearer a substantial passive benefit or a limited-use supernatural ability.
Ring of Evasion,Ring,Attunement,"4,000 GP",DMG,-,This ring has charges that can turn a failed Dexterity saving throw into a success.
Ring of Feather Falling,Ring,Attunement,"4,000 GP",DMG,-,"While wearing this ring, the wearer automatically falls slowly whenever falling, as though under feather fall."
Ring of Free Action,Ring,Attunement,"4,000 GP",DMG,-,"While wearing this ring, difficult terrain does not cost extra movement and magic cannot easily reduce your speed or paralyze or restrain you."
Ring of Honor,Ring,No,"4,000 GP",GSB,-,Ring of Honor is a rare magical ring that grants its wearer a substantial passive benefit or a limited-use supernatural ability.
Ring of Misdirection,Ring,No,"4,000 GP",GSB,-,Ring of Misdirection is a rare magical ring that grants its wearer a substantial passive benefit or a limited-use supernatural ability.
Ring of Perpetual Motion,Ring,No,"4,000 GP",GSB,-,Ring of Perpetual Motion is a rare magical ring that grants its wearer a substantial passive benefit or a limited-use supernatural ability.
Ring of Protection,Ring,Attunement,"4,000 GP",DMG,-,"While wearing this ring, you gain a +1 bonus to AC and saving throws."
Ring of Resistance,Ring,-,"4,000 GP",DMG,-,"While wearing this ring, you have resistance to one damage type determined by the ring."
Ring of Retribution,Ring,"Yes-Cleric, Paladin","4,000 GP",GSB,-,Ring of Retribution is a rare magical ring that grants its wearer a substantial passive benefit or a limited-use supernatural ability.
Ring of Sharks,Ring,Yes,"4,000 GP",GSB,-,Ring of Sharks is a rare magical ring that grants its wearer a substantial passive benefit or a limited-use supernatural ability.
Ring of Solar's Sight,Ring,Yes,"4,000 GP",GSB,-,Ring of Solar's Sight is a rare magical ring that grants its wearer a substantial passive benefit or a limited-use supernatural ability.
Ring of Spell Storing,Ring,Attunement,"4,000 GP",DMG,Varies,This ring can store up to 5 levels of spells cast into it. The wearer can later cast the stored spells using the original caster's spellcasting statistics; each spell disappears from the ring when cast.
Ring of the Arcane Berserker,Ring,Yes-Barbarian,"4,000 GP",GSB,-,Ring of the Arcane Berserker is a rare magical ring that grants its wearer a substantial passive benefit or a limited-use supernatural ability.
Ring of the Koi,Ring,No,"4,000 GP",GSB,-,Ring of the Koi is a rare magical ring that grants its wearer a substantial passive benefit or a limited-use supernatural ability.
Ring of the Ram,Ring,Attunement,"4,000 GP",DMG,Force,"This ring has charges that release a spectral ram's head. It can make a force attack against a creature or attempt to break an object, with greater effects when more charges are spent."
Ring of the Ring,Ring,Yes,"4,000 GP",GSB,-,Ring of the Ring is a rare magical ring that grants its wearer a substantial passive benefit or a limited-use supernatural ability.
Ring of Twisted Blooms,Ring,Yes,"4,000 GP",GSB,-,Ring of Twisted Blooms is a rare magical ring that grants its wearer a substantial passive benefit or a limited-use supernatural ability.
Ring of Vitality,Ring,Yes,"4,000 GP",GSB,-,Ring of Vitality is a rare magical ring that grants its wearer a substantial passive benefit or a limited-use supernatural ability.
Ring of X-ray Vision,Ring,Attunement,"4,000 GP",DMG,-,The wearer can use an action to see through solid matter within a limited range for 1 minute. Repeated use before resting can cause exhaustion.
Rings of Fire,Ring,No,"4,000 GP",GSB,Fire,Rings of Fire is a rare magical ring that grants its wearer a substantial passive benefit or a limited-use supernatural ability.
Rings of Stone,Ring,No,"4,000 GP",GSB,-,Rings of Stone is a rare magical ring that grants its wearer a substantial passive benefit or a limited-use supernatural ability.
Rings of the True Companions,Ring,Yes,"4,000 GP",GSB,-,Rings of the True Companions is a rare magical ring that grants its wearer a substantial passive benefit or a limited-use supernatural ability.
Riptide Crossbow,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Riptide Crossbow is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Rng of Salt,Ring,No,"4,000 GP",GSB,-,Rng of Salt is a rare magical ring that grants its wearer a substantial passive benefit or a limited-use supernatural ability.
Robe of Cunning,Wondrous Item,Yes,"4,000 GP",GSB,-,"Robe of Cunning is a rare magical garment that grants a strong protective, concealment, movement, sensory, or transformation effect while worn."
Robe of Eyes,Wondrous Item,Attunement,"4,000 GP",DMG,-,"This robe greatly expands your vision, including all-around sight and the ability to see invisible or ethereal creatures."
Robe of the Sunless,Wondrous Item,Yes,"4,000 GP",GSB,-,"Robe of the Sunless is a rare magical garment that grants a strong protective, concealment, movement, sensory, or transformation effect while worn."
Rocborne Rod,Rod,Yes,"4,000 GP",GSB,-,"Rocborne Rod is a rare magical rod with a powerful activated utility, control, defensive, or combat effect."
Rod of Refstrophobia,Rod,No,"4,000 GP",GSB,-,"Rod of Refstrophobia is a rare magical rod with a powerful activated utility, control, defensive, or combat effect."
Rod of Reverberation,Rod,Yes,"4,000 GP",GSB,-,"Rod of Reverberation is a rare magical rod with a powerful activated utility, control, defensive, or combat effect."
Rod of Rulership,Rod,Attunement,"4,000 GP",DMG,-,"This rod can charm creatures in a large area, causing them to regard you as their trusted leader for a limited time."
Rod of Storms,Rod,Yes-Spellcaster,"4,000 GP",GSB,-,"Rod of Storms is a rare magical rod with a powerful activated utility, control, defensive, or combat effect."
Rod of the Magicycle,Rod,No,"4,000 GP",GSB,-,"Rod of the Magicycle is a rare magical rod with a powerful activated utility, control, defensive, or combat effect."
Rod of the Pact Keeper (Rare),Rod,Attunement,Varies,DMG,-,"While holding this rod, a warlock gains a bonus to spell attack rolls and spell save DC based on the rod's rarity. Once per long rest, the warlock can also regain one expended warlock spell slot."
Rod of Water Absorption,Rod,No,"4,000 GP",GSB,-,"Rod of Water Absorption is a rare magical rod with a powerful activated utility, control, defensive, or combat effect."
Rod of WIld Dominion,Rod,-,"4,000 GP",EB,-,"Rod of WIld Dominion is a rare magical rod with a powerful activated utility, control, defensive, or combat effect."
Rope of Entanglement,Wondrous Item,-,"4,000 GP",DMG,-,"As an action, command this rope to lash out at a nearby creature. On a failed Dexterity save, the target is restrained until it escapes or the rope is commanded to release it."
Royal Engineers Greatcoat,Wondrous Item,No,"4,000 GP",GSB,-,"Royal Engineers Greatcoat is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Runic Ammunition,Weapon,No,"B+4,000 GP",GSB,Weapon's normal damage,"Runic Ammunition is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Salamander Flame Gauntlets,Wondrous Item,Yes,"4,000 GP",GSB,Fire,"Salamander Flame Gauntlets is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Sandstorm Dancer,Wondrous Item,Yes,"4,000 GP",GSB,-,"Sandstorm Dancer is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Sash of Sorcerous Synergy,Wondrous Item,Yes-Sorcerer,"4,000 GP",GSB,-,"Sash of Sorcerous Synergy is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Scapular of the Ankylosaur,Wondrous Item,No,"4,000 GP",GSB,-,"Scapular of the Ankylosaur is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Scapular of the Ankylosaur,Wondrous Item,No,"4,000 GP",GSB,-,"Scapular of the Ankylosaur is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Scarf of Snow's Sanctum,Wondrous Item,Yes,"4,000 GP",GSB,Cold,"Scarf of Snow's Sanctum is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Scarlet Scourge,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Scarlet Scourge is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Scholars Cap (Rare),Wondrous Item,Yes,"4,000 GP",GSB,-,"Scholars Cap is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Scimitar of Flames,Weapon,No,"B+4,000 GP",GSB,Fire,"Scimitar of Flames is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Scimitar of the Swarm,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Scimitar of the Swarm is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Scorned Heart Breastplate,Armor,Yes,"B+4,000 GP",GSB,-,"Scorned Heart Breastplate is a rare enchanted defensive item that grants improved protection and an additional magical defensive, reactive, movement, or environmental effect tied to its theme."
Screaming Longbow,Weapon,Yes,"B+4,000 GP",GSB,Weapon's normal damage,"Screaming Longbow is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Scroll of Comedic Endings,Scroll,No,"2,000 GP",GSB,-,Scroll of Comedic Endings is a rare magical scroll or written item that releases a potent spell-like effect when properly used.
Scroll of Mass Sending,Scroll,No,"2,000 GP",GSB,-,Scroll of Mass Sending is a rare magical scroll or written item that releases a potent spell-like effect when properly used.
Scroll of Mastery,Scroll,No,"2,000 GP",GSB,-,Scroll of Mastery is a rare magical scroll or written item that releases a potent spell-like effect when properly used.
Scroll of Mastery,Scroll,No,"2,000 GP",GSB,-,Scroll of Mastery is a rare magical scroll or written item that releases a potent spell-like effect when properly used.
Scroll of Monetery Omniscience,Scroll,No,"2,000 GP",GSB,-,Scroll of Monetery Omniscience is a rare magical scroll or written item that releases a potent spell-like effect when properly used.
Scroll of Necrosis,Scroll,No,"2,000 GP",GSB,-,Scroll of Necrosis is a rare magical scroll or written item that releases a potent spell-like effect when properly used.
Scroll of Nightmares,Scroll,No,"2,000 GP",GSB,-,Scroll of Nightmares is a rare magical scroll or written item that releases a potent spell-like effect when properly used.
Scroll of Paywall,Scroll,No,"2,000 GP",GSB,-,Scroll of Paywall is a rare magical scroll or written item that releases a potent spell-like effect when properly used.
Scroll of Protection,Scroll,-,"2,000 GP",DMG,-,Scroll of Protection is a rare magical scroll or written item that releases a potent spell-like effect when properly used.
Scroll of the Jester,Scroll,No,"2,000 GP",GSB,-,Scroll of the Jester is a rare magical scroll or written item that releases a potent spell-like effect when properly used.
Scroll of the Skyfallen,Scroll,No,"2,000 GP",GSB,-,Scroll of the Skyfallen is a rare magical scroll or written item that releases a potent spell-like effect when properly used.
Seadevil's Fang,Weapon,No,"B+4,000 GP",GSB,Weapon's normal damage,"Seadevil's Fang is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Sending Slates,Wondrous Item,No,"4,000 GP",GSB,-,"Sending Slates is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Seraphim's Stiletto,Weapon,Yes-Good Aligned,"B+4,000 GP",GSB,Weapon's normal damage,"Seraphim's Stiletto is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Serpent Rifle,Weapon,No,"B+4,000 GP",GSB,Weapon's normal damage,"Serpent Rifle is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Serpentine Bolas,Weapon,No,"B+4,000 GP",GSB,Weapon's normal damage,"Serpentine Bolas is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Set of Secret Scribe Candles,Wondrous Item,No,"4,000 GP",GSB,-,"Set of Secret Scribe Candles is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Sewer Token,Wondrous Item,No,"4,000 GP",GSB,-,"Sewer Token is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Shadow Sibling,Wondrous Item,Attunement,"4,000 GP",EB,Necrotic,"Shadow Sibling is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Shadow Tag,Wondrous Item,No,"4,000 GP",GSB,Necrotic,"Shadow Tag is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Shadowfletched Arrow,Weapon,No,"B+4,000 GP",GSB,Necrotic,"Shadowfletched Arrow is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Shadowshawl,Wondrous Item,No,"4,000 GP",GSB,Necrotic,"Shadowshawl is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Shadowsmoke Dragon Pipe,Wondrous Item,No,"4,000 GP",GSB,Necrotic,"Shadowsmoke Dragon Pipe is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Shambling Cloak of the Marshwarden,Wondrous Item,Yes,"4,000 GP",GSB,-,"Shambling Cloak of the Marshwarden is a rare magical garment that grants a strong protective, concealment, movement, sensory, or transformation effect while worn."
Shamisen of the Changing Winds,Wondrous Item,Yes-Bard,"4,000 GP",GSB,-,"Shamisen of the Changing Winds is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Shared Burden,Wondrous Item,Yes-Warlock,"4,000 GP",GSB,-,"Shared Burden is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
Sharkrazor Mantle,Wondrous Item,Yes,"4,000 GP",GSB,-,"Sharkrazor Mantle is a rare magical garment that grants a strong protective, concealment, movement, sensory, or transformation effect while worn."
Sharp Tongue,Weapon,Yes-Bard,"B+4,000 GP",GSB,Weapon's normal damage,"Sharp Tongue is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Sheer Cold,Weapon,No,"B+4,000 GP",GSB,Cold,"Sheer Cold is a rare magical weapon with a stronger-than-normal combat property, such as extra damage, a special attack, a condition, or a limited activated ability."
Shellback Carriage,Wondrous Item,No,"4,000 GP",GSB,-,"Shellback Carriage is a rare magical wondrous item with a significant utility, defensive, movement, control, or combat-related supernatural property."
